Username,Bio,profile URL,Location,Websites
EmilianaGuereca,full time feminist. founder of women’s march action.latina social-preneur,https://twitter.com/EmilianaGuereca,los angeles,https://t.co/oUlvv2Tn04
jhenczel,founder of  women in podcasting network and elevating you club,https://twitter.com/jhenczel,"vancouver, bc canada",https://t.co/ysXQOICUiJ
womeninmedchat,"sunday@9pmet #womeninmedicine chat=place 2discuss gendered issues. #heforshe, #lgbtqia, guest moderators&chat ideas welcome! plz contact founder @petradmd tyvm!",https://twitter.com/womeninmedchat,canada,
ManishaThakor,"founder of moneyzen. women's financial literacy advocate, author, educator, keynote speaker, brand ambassador. love🧘‍♀️☕️🌎✈️ devoted aunt to 3 cutie-pies.",https://twitter.com/ManishaThakor,"portland, or",https://t.co/GT4ahg7A66
Solwayo1,"professor of obstetrics & gynaecology, fellow-royal college of obstetricians & gynaecologists (uk),
statistician & epidemiologist, founder royal women's clinic",https://twitter.com/Solwayo1,bulawayo,
UnusualEss,"•tips on nfts,tech. | | founder @unfade_women  | | educator @nfteacafe_  | | headbrandamb @bombzofficial_  | | project analyzer @mirsofspace  | | comp/sci",https://twitter.com/UnusualEss,canada,https://t.co/XHqHdZCOqd
Clarisbell_,"defi, nfts, trading.
co founder @districtdao_ (women empowering women)
former account disabled @_clarisbell",https://twitter.com/Clarisbell_,france,https://t.co/OTncBFhvXG
sherriematula,founder of tx women’s vote project targeting non voting dem women. every vote counts! retired 40 year texas teacher! i’m blue to the bone! @unitedsua,https://twitter.com/sherriematula,"houston, texas",https://t.co/J9MMcU13i6
TarynP,"#palmbeach #westpalmbeach certified #luxury #realestate agent, #scubadiver, #tennis, #snowboarder, #jiujitsu, #speaker founder win® women intelligently ntwrking",https://twitter.com/TarynP,west palm beach,https://t.co/U3eyabNTxh
ElmTreeMedical,"the latest in women's health, pregnancy, & women in medicine. md from @harvardmed, founder of women's health med device company. tweets are own opinions.",https://twitter.com/ElmTreeMedical,"san francisco, ca",https://t.co/iBGBtaxQQp
FarOutAkhtar,writer. director. actor. producer. singer/songwriter. founder @mardofficial initiative | @un_women goodwill ambassador(south asia),https://twitter.com/FarOutAkhtar,"mumbai, india",https://t.co/n31QBJPzvW
melindagates,"philanthropist, businesswoman, & global advocate for women & girls. co-chair of the @gatesfoundation. founder of @pivotalventures. author of the moment of lift.",https://twitter.com/melindagates,"seattle, wa",https://t.co/XVQbwfgIhh
lesbiantech,"we are a global community of 100k+ lgbtq+ women, trans and nonbinary folks, queer women of color, and our allies in tech. follow founder @lepitts for more 💙",https://twitter.com/lesbiantech,everywhere,https://t.co/IVm1qAACGg
J_Ennis,"london 2012 heptathlon champion, adidas-sponsored athlete, mum of two and founder of jennis: hormone intelligence and fitness for women",https://twitter.com/J_Ennis,sheffield,https://t.co/vpclvwpJJX
DanaiGurira,actress. playwright. activist. artistic director of https://t.co/jet7tvtmo7. founder of #loveourgirls (https://t.co/np0sfhffwu). @un_women goodwill ambassador.,https://twitter.com/DanaiGurira,,https://t.co/Emj57LY00M
HWistrich,"police action lawyer, radical feminist, founder of centre for women's justice, emma humphreys memorial prize group and justice for women",https://twitter.com/HWistrich,,
JustineGreening,"founder of @smpledge. former mp for putney, secretary of state for education, int development, transport & minister for women/equalities, econ sec to treasury.",https://twitter.com/JustineGreening,,https://t.co/NgXsHD59pY
VijayaRahatkar,"• national secretary bjp 
• co incharge of rajasthan
• ex natl prez of mahila morcha 
• ex cp of maharashtra women commission 
• founder of anandi foundation",https://twitter.com/VijayaRahatkar,delhi/sambhajinagar/rajasthan,https://t.co/QbV0KdBOaG
SholaMos1,"author of this is why i resist https://t.co/9bn46smedd lawyer, political & women's rights activist, founder @wilpublication, wife & mum to 3 girls.",https://twitter.com/SholaMos1,the world,https://t.co/7dhHjfxG1H
nguyen_amanda,2022 time women of the year | 2019 nobel peace prize nominee| founder @risenowus,https://twitter.com/nguyen_amanda,,https://t.co/agk0eQvnLf
drsamia,"founder health empowerment & women’ health rights initiative , breast cancer advocate & survivor مؤسسة مبادرة التمكين الصحي والحقوق الصحية ناجية من سرطان الثدي",https://twitter.com/drsamia,المملكة العربية السعودية,https://t.co/yDDFSElYcx
RealJoStanley,"comedian, author, speaker. founder of broad radio - radio for women by women. co-host of the house of wellness tv and radio. hope messenger. equality warrior.",https://twitter.com/RealJoStanley,melbourne,https://t.co/SzWn2YvpjM
BodyBuildingITV,i'm author of lift to get lean | women's health contributor | new balance ambassador | promax ambassador | founder of women's strength nation | dog lover,https://twitter.com/BodyBuildingITV,united states,https://t.co/A5GJIMLNus
LauraOkmin,"sports broadcaster nfl on fox. founder of @galvanizelife for women in sports. communications coach, speaker, lover of 2nd acts. into your who not your do.",https://twitter.com/LauraOkmin,"nashville, tn",https://t.co/m329CJUhM9
NikeAdeyemi,"voice of love to nations. apostolic voice to women. light, love & authenticity. founder @drealwoman https://t.co/p97zvmnwpd",https://twitter.com/NikeAdeyemi,global,https://t.co/R0Vpgkui2L
ariivory,🏆 founder of highlighther 📺 i talk about women’s sports on tv & these here interwebs 💅🏾 #forbesunder30 #nabj #pbwa,https://twitter.com/ariivory,"new york, ny",https://t.co/meLccIghZG
ashadevos,"founder @oceanswellorg, adjunct research fellow @universityofwesternaustralia, @insidenatgeo explorer,@tedfellow, @bbc100 - @bbc 100 most influential women 2018",https://twitter.com/ashadevos,the ocean,https://t.co/QbCm9L2eWs
Dalyahya,secretary-general @dcorg | on a mission to enable #digitalprosperity4all | @women_spark founder | #innovation catalyst | #developers enthusiast | personal acc.,https://twitter.com/Dalyahya,kingdom of saudi arabia 🇸🇦,https://t.co/niXfwRS0Nh
ToyinSaraki,founder @wellbeingafrica | global advocate | rmncah+n | public health | social care | rise of women & girls | economic empowerment | emonc | wash | 🌍,https://twitter.com/ToyinSaraki,,https://t.co/1ferXKzOJV
LeymahRGbowee,2011 nobel peace laureate | author of mighty be our powers | founder of @gboweepeace & @gpfa_usa | women's rights activist and peacebuilder,https://twitter.com/LeymahRGbowee,,https://t.co/t8a9HZpfdF
JesseDraper,founder & investor @halogenvc . put on this earth to encourage women in the workplace. board member @carbon38 @preemadonna @trustandwill mom of 3 boys.,https://twitter.com/JesseDraper,silicon valley/ santa monica,https://t.co/lwVdH6Czzo
studioanisa,"⚔️ founder @lbmentorship & senior ui/ux design @rollerdrome 📜 @baftagames committee, @forbesunder30 & @gibiz top 100 women/game changer 💖 she/her 🇲🇾🇬🇧🇪🇺",https://twitter.com/studioanisa,"london, england",https://t.co/rXwr5pNAnQ
iamrodneysmith,"founder of raising men & women lawn care service - 501(c)(3) | we provide free lawn care to the elderly, disabled, single parents , veterans.",https://twitter.com/iamrodneysmith,"huntsville, al",https://t.co/tP2bbJYauS
drkimclay,"southern girl next door and true passionista on a mission to help women and girls enjoy a happy, healthy and active life. founder of @iplaylikeagirl.",https://twitter.com/drkimclay,"nashville, tn",https://t.co/6byyHkIAF6
JackiZehner,founder sheplace & shemoney - it's time for women+ to prosper,https://twitter.com/JackiZehner,,https://t.co/udejGoSXs0
alyssaxuu,"22. designer, developer, & entrepreneur. founder @getsonuum + other ventures 👩‍💻 product designer @modyfi_ 👻 building my own products 💃 @women_make_",https://twitter.com/alyssaxuu,"london, uk",https://t.co/Su5fQLwi0Z
saraledterman,venture capital for all | investing in women & 🌍 | boring saas founder | late nights on the blockchain | founder chat tuesday 7pm pst,https://twitter.com/saraledterman,save 🌎,
ontheroadwithiv,"iv. founder @ebw2020, empowering a billion women by 2020. 1st entrepreneur-in-residence @dell. entrepreneur. investor. tv show & podcast https://t.co/zt7t4wadii",https://twitter.com/ontheroadwithiv,"austin, tx & airports!",https://t.co/CF4JCOvhny
talnavarro,founder winweb3 @winweb3io helping women in need through a blockchain | advisor | investor | 40under40 forbes |https://t.co/8nzqztdq6c | https://t.co/ojtw9h2vg9,https://twitter.com/talnavarro,"los angeles, ca",https://t.co/1GRXpX9KHD
Baronessjenkin,still surprised to be a peer. hates waste of all kinds. founder with theresa may @women2win. supporter of women. likes happy endings. would like to laugh more.,https://twitter.com/Baronessjenkin,london,
nilatanzil,founder @pelangibook | eisenhower fellow 2018 l 10 ey entrepreneur of the year 2016 |forbes indonesia's 10 inspiring women 2015| author | phd student @curtinuni,https://twitter.com/nilatanzil,"perth, western australia",https://t.co/w0nnQlrca1
HelenLederer,"actress (ab fab, bottom) 📺 comedian 🎤 writer (author of losing it) 📚 founder of the comedy women in print prize (@cwipprize). easily excited/dirty keyboard",https://twitter.com/HelenLederer,london,https://t.co/vMXVCqL5z8
AndersonNatalie,actress & writer: founder of https://t.co/2pu255wrdk - women’s health & wellbeing. digital | events | podcasts | scripted 🎥🎙@smartworkshq ambassador,https://twitter.com/AndersonNatalie,"leeds, england",https://t.co/KHrGSoHKkK
jehan_ara,"founder of katalyst labs; the nest i/o. internet freedom, entrepreneurship, privacy/ict policy. women leaders; board: tiktok; cdc; pitb tamgha-e-imtiaz nominee",https://twitter.com/jehan_ara,karachi,https://t.co/WpiHnoFSFP
Maliha_z_Art,"artist in residence at @moonpay | 📚pakistan for women (2019), rise (2021) | founder @womenrisenft ☀️ as seen on @bbc, @malalafund , @gma | https://t.co/qzr9fi9qpy",https://twitter.com/Maliha_z_Art,"los angeles, ca",https://t.co/19VTiavOg9
Be_Herrero,"founder & director, schools for female leadership in the digital age and the women's academy for rural innovation | building a more equal europe ✨ views my own.",https://twitter.com/Be_Herrero,🇪🇺,
jowilliams293,founder @cieothinks. author how woke won; women vs feminism; & academic freedom in an age of conformity. columnist @spikedonline.,https://twitter.com/jowilliams293,"canterbury, uk.",https://t.co/iucO1K6nwA
patsy_kensit,"mother, actress, writer and founder of conscious plus, an inclusive campaign for women.follow me on my official https://t.co/sgmz8oy3mw tick only..peace and cat lover ….",https://twitter.com/patsy_kensit,"london, uk",
SaraWahedi,humanitarian. technologist. founder @ehtesabapp. @time next generation leader. @mit innovators under 35. @bbc 100 women. @columbia '24.,https://twitter.com/SaraWahedi,afghanistan,https://t.co/NsjheWomhR
rosettathurman,founder of happy black woman® | life & business coach | empowering black women to create their ideal lives |  traveler ✈️ foodie 🍷 music lover 🎶,https://twitter.com/rosettathurman,"washington, dc",https://t.co/9IPfRd5tCR
Fiona_Rogers,director of photography & operations at webber represents & gallery. founder of firecracker; a network & annual grant for women & non binary photographers.,https://twitter.com/Fiona_Rogers,london,https://t.co/26jjq6WMyX
misslisamorales,our roles as women are many. wife 💍 @jasonduke10 founder @miamimodelcitizens helping others achieve their personal best.,https://twitter.com/misslisamorales,"miami, fl",https://t.co/KuT9FuRmen
RinsolaAbiola,"media entrepreneur. youth & gender advocate. un women intergenerational mentee. ivlp alumna. politically active. omo abeokuta. founder eni, @derabifng, psn.",https://twitter.com/RinsolaAbiola,,
RachaelBurf12,head of women’s rugby @intrugbyplayers @englandrugby #131 @harlequins rugby player | @adidasuk athlete | founder @girlsrugbyclub ✍🏼@rugbypass @journalrugby,https://twitter.com/RachaelBurf12,,https://t.co/BABJpgMoCX
DavidHirsh,"founder lcsca @centre_as.
arsenal, women and men.
adhd.
https://t.co/jiwssujzv1
https://t.co/0f0dbfxjvg.
https://t.co/6kvb3kg5tt…",https://twitter.com/DavidHirsh,,https://t.co/S4yAGrN3Eg
NehaShalini2,#spokesperson  @bjp4delhi founder neha foundation /ex-beti bachao convenor @bjp4delhi blsp ) joint secretary northdel/ business women/har har mahadev,https://twitter.com/NehaShalini2,"new delhi, india",https://t.co/afhDtQVg8v
ilariaurbinati,fashion stylist and founder of men’s lifestyle website leo,https://twitter.com/ilariaurbinati,"los angeles, ca",https://t.co/XfXCTDiaCV
JustinAHorwitz,universal programs enthusiast. founder @reallyamerican1. co-founder @men_4_choice.,https://twitter.com/JustinAHorwitz,"chicago, il",
MenTourPilot,"founder of the mentour media group,  1.3m followers on youtube, senior captain on the boeing 737.  always learning, always improving, always innovating.",https://twitter.com/MenTourPilot,,https://t.co/NhvSEadQA3
